POLL_PLACE_ID,JURISDICTION,COUNTY_NAME,ED_PRECINCT,POLL_NAME,POLL_ADDRESS1,CITY,STATE,ZIP,LEGISLATIVE_SUB_DISTRICT_CODE,SENATORIAL_DISTRICT_CODE,CONGRESSIONAL_DISTRICT_CODE,JUDICIAL_DISTRICT_CODE,APPELLATE_DISTRICT_CODE,COUNCILMANIC_DISTRICT_CODE,COMMISSIONER_DISTRICT_CODE,SCHOOL_DISTRICT_CODE,ORPHAN_DISTRICT_CODE,ELECTION_DISTRICT_CODE,MUNICIPAL_DISTRICT_CODE,BUILDING_TYPE,COLLEGE_NEARBY,COLLEGE_NAME,IS_EARLY_VOTING,Column1
500000517,17,Prince George's County,13019,EXCEL ACADEMY - MPR,7910 SCOTT RD,LANDOVER,MD,20785,47A,47,4,7,4,5,,004,,13,,SCHOOL,0,,0,
500000518,17,Prince George's County,13020,FIRST BAPTIST CHURCH MINISTRY CENTER,3600 BRIGHTSEAT RD,LANDOVER,MD,20785,22,22,4,7,4,5,,004,,13,,CHURCH,0,,0,
750000347,17,Prince George's County,13021,JAMES MCHENRY ELEMENTARY SCHOOL,8909 MCHENRY LANE,LANHAM,MD,20706,22,22,4,7,4,5,,006,,13,,SCHOOL,0,,0,
500000517,17,Prince George's County,13022,EXCEL ACADEMY - MPR,7910 SCOTT RD,LANDOVER,MD,20785,47A,47,4,7,4,5,,004,,13,,SCHOOL,0,,0,
500000520,17,Prince George's County,13023,LAKE ARBOR ELEM SCH,10205 LAKE ARBOR WAY,MITCHELLVILLE,MD,20721,24,24,5,7,4,6,,006,,13,,SCHOOL,0,,0,
500000521,17,Prince George's County,13024,LAKE ARBOR COMM CTR,10100 LAKE ARBOR WAY,MITCHELLVILLE,MD,20721,24,24,5,7,4,6,,006,,13,,COMMUNITY CENTER,0,,0,
17000164,17,Prince George's County,13025,CEDAR HEIGHTS COMMUNITY CTR,1200 GLEN WILLOW DR,CAPITOL HEIGHTS,MD,20743,24,24,4,7,4,5,,006,,13,,COMMUNITY CENTER,0,,0,
17000119,17,Prince George's County,13026,WILLIAM PACA ELEM SCH - MPR,7801 SHERIFF RD,LANDOVER,MD,20785,47A,47,4,7,4,5,,006,,13,,SCHOOL,0,,0,
500000517,17,Prince George's County,13027,EXCEL ACADEMY - MPR,7910 SCOTT RD,LANDOVER,MD,20785,24,24,4,7,4,5,,004,,13,,SCHOOL,0,,0,
500000517,17,Prince George's County,13028,EXCEL ACADEMY - MPR,7910 SCOTT RD,LANDOVER,MD,20785,24,24,4,7,4,5,,004,,13,,SCHOOL,0,,0,
17000144,17,Prince George's County,13029,ARROWHEAD ELEM SCH - GYM,2300 SANSBURY ROAD,UPPER MARLBORO,MD,20772,25,25,4,7,4,6,,006,,13,,SCHOOL,0,,0,
750001212,17,Prince George's County,13030,THOMAS G. PULLEN K-8 CREATIVE & PERFORMING ARTS SCHOOL,700 BRIGHTSEAT ROAD,LANDOVER,MD,20785,24,24,4,7,4,6,,006,,13,,SCHOOL,0,,0,
750001212,17,Prince George's County,13031,THOMAS G. PULLEN K-8 CREATIVE & PERFORMING ARTS SCHOOL,700 BRIGHTSEAT ROAD,LANDOVER,MD,20785,25,25,4,7,4,6,,006,,13,,SCHOOL,0,,0,
17000123,17,Prince George's County,13032,KETTERING MIDDLE SCHOOL,65 HERRINGTON DRIVE,UPPER MARLBORO,MD,20774,24,24,5,7,4,6,,006,,13,,SCHOOL,0,,0,
17000126,17,Prince George's County,13033,CHARLES H. FLOWERS HIGH SCH - CAF.,10001 ARDWICK ARDMORE RD,UPPER MARLBORO,MD,20774,24,24,5,7,4,5,,004,,13,,SCHOOL,0,,0,
17000127,17,Prince George's County,13034,KINGSFORD ELEM SCH - MPR,1401 ENTERPRISE ROAD,MITCHELLVILLE,MD,20721,24,24,5,7,4,5,,006,,13,,SCHOOL,0,,0,
500000516,17,Prince George's County,13035,COLUMBIA PARK ELEM SCH - CAF,1901 KENT VILLAGE DR,LANDOVER,MD,20785,24,24,4,7,4,5,,006,,13,,SCHOOL,0,,0,
500000520,17,Prince George's County,13036,LAKE ARBOR ELEM SCH,10205 LAKE ARBOR WAY,MITCHELLVILLE,MD,20721,25,25,5,7,4,6,,006,,13,,SCHOOL,0,,0,
17000130,17,Prince George's County,14001,HIGH BRIDGE ELEMENTARY SCHOOL,7011 HIGH BRIDGE ROAD,BOWIE,MD,20720,24,24,5,7,4,4,,005,,14,,SCHOOL,0,,0,
17000131,17,Prince George's County,14002,DUVAL HIGH SCHOOL,9880 GOOD LUCK ROAD,LANHAM,MD,20706,22,22,4,7,4,3,,004,,14,,SCHOOL,0,,0,
17000132,17,Prince George's County,14003,BOWIE HIGH SCHOOL,15200 ANNAPOLIS ROAD,BOWIE,MD,20715,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
17000133,17,Prince George's County,14004,SAMUEL OGLE MIDDLE SCHOOL,4111 CHELMONT LANE,BOWIE,MD,20715,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
17000134,17,Prince George's County,14005,ROCKLEDGE ELEMENTARY SCHOOL,7701 LAUREL-BOWIE ROAD,BOWIE,MD,20715,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
17000135,17,Prince George's County,14006,YORKTOWN ELEMENTARY SCHOOL,7301 RACE TRACK ROAD,BOWIE,MD,20715,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
17000136,17,Prince George's County,14007,GLENN DALE VOL. FIRE DEPT,11900 GLENN DALE BLVD,GLENN DALE,MD,20769,24,24,4,7,4,4,,005,,14,,FIRE STATION,0,,0,
17000137,17,Prince George's County,14008,ROBERT GODDARD MONTESSORI SCH,9850 GOOD LUCK ROAD,SEABROOK,MD,20706,22,22,4,7,4,4,,001,,14,,SCHOOL,0,,0,
750000394,17,Prince George's County,14009,BOWIE STATE UNIV. - MCKELDIN GYM,14000 JERICHO PARK RD,BOWIE,MD,20715,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
500000398,17,Prince George's County,14010,WEST BOWIE VILLAGE HALL,13711 ANNAPOLIS ROAD #103,BOWIE,MD,20720,23,23,5,7,4,4,,005,,14,,OTHER,0,,0,
750000394,17,Prince George's County,14011,BOWIE STATE UNIV. - MCKELDIN GYM,14000 JERICHO PARK RD,BOWIE,MD,20715,23,23,5,7,4,4,,001,,14,,SCHOOL,0,,0,
500000523,17,Prince George's County,14012,GLENN DALE COMM CTR,11901 GLENN DALE BLVD,GLENN DALE,MD,20769,24,24,4,7,4,4,,001,,14,,COMMUNITY CENTER,0,,0,
500000524,17,Prince George's County,14013,HUNTINGTON COMM CTR,13022 8TH ST,BOWIE,MD,20720,23,23,5,7,4,4,,005,,14,,COMMUNITY CENTER,0,,0,
750000394,17,Prince George's County,14014,BOWIE STATE UNIV. - MCKELDIN GYM,14000 JERICHO PARK RD,BOWIE,MD,20715,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
500000510,17,Prince George's County,14015,REID TEMPLE AME CHURCH,11400 GLENN DALE BLVD,GLENN DALE,MD,20769,24,24,5,7,4,4,,005,,14,,CHURCH,0,,0,
500000524,17,Prince George's County,14016,HUNTINGTON COMM CTR,13022 8TH ST,BOWIE,MD,20720,23,23,4,7,4,4,,001,,14,,COMMUNITY CENTER,0,,0,
500000523,17,Prince George's County,14017,GLENN DALE COMM CTR,11901 GLENN DALE BLVD,GLENN DALE,MD,20769,24,24,4,7,4,4,,001,,14,,COMMUNITY CENTER,0,,0,
17000130,17,Prince George's County,14018,HIGH BRIDGE ELEMENTARY SCHOOL,7011 HIGH BRIDGE ROAD,BOWIE,MD,20720,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
17000130,17,Prince George's County,14019,HIGH BRIDGE ELEMENTARY SCHOOL,7011 HIGH BRIDGE ROAD,BOWIE,MD,20720,23,23,5,7,4,4,,005,,14,,SCHOOL,0,,0,
17000130,17,Prince George's County,14020,HIGH BRIDGE ELEMENTARY SCHOOL,7011 HIGH BRIDGE ROAD,BOWIE,MD,20720,24,24,4,7,4,4,,005,,14,,SCHOOL,0,,0,
17000131,17,Prince George's County,14021,DUVAL HIGH SCHOOL,9880 GOOD LUCK ROAD,LANHAM,MD,20706,24,24,4,7,4,3,,004,,14,,SCHOOL,0,,0,
17000132,17,Prince George's County,14022,BOWIE HIGH SCHOOL,15200 ANNAPOLIS ROAD,BOWIE,MD,20715,24,24,5,7,4,4,,005,,14,,SCHOOL,0,,0,
750000394,17,Prince George's County,14023,BOWIE STATE UNIV. - MCKELDIN GYM,14000 JERICHO PARK RD,BOWIE,MD,20715,24,24,5,7,4,4,,005,,14,,SCHOOL,0,,0,
500000398,17,Prince George's County,14024,WEST BOWIE VILLAGE HALL,13711 ANNAPOLIS ROAD #103,BOWIE,MD,20720,24,24,5,7,4,4,,005,,14,,OTHER,0,,0,
500000523,17,Prince George's County,14025,GLENN DALE COMM CTR,11901 GLENN DALE BLVD,GLENN DALE,MD,20769,24,24,5,7,4,4,,001,,14,,COMMUNITY CENTER,0,,0,
500000510,17,Prince George's County,14026,REID TEMPLE AME CHURCH,11400 GLENN DALE BLVD,GLENN DALE,MD,20769,24,24,4,7,4,4,,005,,14,,CHURCH,0,,0,
17000140,17,Prince George's County,15001,MARLTON ELEMENTARY SCHOOL,8506 OLD COLONY DR SOUTH,UPPER MARLBORO,MD,20772,23,23,5,7,4,9,,009,,15,,SCHOOL,0,,0,
17000141,17,Prince George's County,15002,ARROWHEAD ELEM SCH - M/P RM,2300 SANSBURY ROAD,UPPER MARLBORO,MD,20772,25,25,5,7,4,6,,007,,15,,SCHOOL,0,,0,
750001213,17,Prince George's County,15003,CMIT ACADEMY SOUTH - PUBLIC CHARTER MIDDLE HIGH SCHOOL,9822 FALLARD COURT,UPPER MARLBORO,MD,20772,23,23,5,7,4,9,,009,,15,,SCHOOL,0,,0,
17000143,17,Prince George's County,15004,FREDERICK DOUGLASS HIGH SCHOOL,8000 CROOM ROAD,UPPER MARLBORO,MD,20772,23,23,5,7,4,9,,009,,15,,SCHOOL,0,,0,
500000177,17,Prince George's County,15005,"DR. HENRY A. WISE, JR. HIGH SCHOOL",12650 BROOKE LANE,UPPER MARLBORO,MD,20772,25,25,5,7,4,6,,007,,15,,SCHOOL,0,,0,
750001214,17,Prince George's County,15006,CMIT ACADEMY SOUTH - PUBLIC CHARTER ELEMENTARY SCHOOL,9601 FALLARD TERR,UPPER MARLBORO,MD,20772,23,23,5,7,4,9,,009,,15,,SCHOOL,0,,0,
17000141,17,Prince George's County,15007,ARROWHEAD ELEM SCH - M/P RM,2300 SANSBURY ROAD,UPPER MARLBORO,MD,20772,25,25,4,7,4,6,,007,,15,,SCHOOL,0,,0,
750001214,17,Prince George's County,15008,CMIT ACADEMY SOUTH - PUBLIC CHARTER ELEMENTARY SCHOOL,9601 FALLARD TERR,UPPER MARLBORO,MD,20772,25,25,5,7,4,9,,009,,15,,SCHOOL,0,,0,
17000145,17,Prince George's County,16001,EDMONSTON MUNICIPAL BUILDING,5005 52ND AVENUE,EDMONSTON,MD,20781,22,22,4,7,4,5,,003,,16,,OTHER,0,,0,
17000146,17,Prince George's County,16002,CITY OF HYATT MUN BLDG- M/P RM,4310 GALLATIN STREET,HYATTSVILLE,MD,20781,22,22,4,7,4,2,,003,,16,,OTHER,0,,0,
750001107,17,Prince George's County,16003,HYATTSVILLE ELEMENTARY SCHOOL,5311 43RD AVENUE,HYATTSVILLE,MD,20781,22,22,4,7,4,2,,003,,16,,SCHOOL,0,,0,
17000148,17,Prince George's County,16004,NICHOLAS OREM MIDDLE SCHOOL,6100 EDITORS PARK DRIVE,HYATTSVILLE,MD,20782,22,22,4,7,4,2,,003,,16,,SCHOOL,0,,0,
500000278,17,Prince George's County,16005,EDMONSTON REC CENTER,5100 TANGLEWOOD DR.,HYATTSVILLE,MD,20781,22,22,4,7,4,5,,003,,16,,OTHER,0,,0,
17000150,17,Prince George's County,17001,MOUNT RAINIER ELEM SCH,4011 32ND STREET,MOUNT RAINIER,MD,20712,47A,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000151,17,Prince George's County,17002,BRENTWOOD TOWN HALL-WOHLFARTH,4300 39TH PLACE,BRENTWOOD,MD,20722,47A,47,4,7,4,2,,003,,17,,OTHER,0,,0,
17000152,17,Prince George's County,17003,LANGLEY PARK MCCORMICK ELEM SCH,8201 15TH AVENUE,HYATTSVILLE,MD,20783,47B,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000153,17,Prince George's County,17004,THOMAS S STONE ELEM SCH,4500 34TH STREET,MT RAINIER,MD,20712,47A,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000154,17,Prince George's County,17005,CAROLE HIGHLANDS ELEM SCH,1610 HANNON STREET,TAKOMA PARK,MD,20912,47B,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000155,17,Prince George's County,17006,CESAR CHAVEZ ELEM SCH,6609 RIGGS RD,HYATTSVILLE,MD,20782,47A,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000156,17,Prince George's County,17007,ROLLINGCREST CHILLUM COMM CTR,6120 SARGENT ROAD,HYATTSVILLE,MD,20782,47A,47,4,7,4,2,,003,,17,,COMMUNITY CENTER,0,,0,
750000349,17,Prince George's County,17008,NORTHWESTERN HIGH SCHOOL,7000 ADELPHI ROAD,HYATTSVILLE,MD,20782,47B,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000158,17,Prince George's County,17009,MARY HARRIS MOTHER JONES ELEM SCH,2405 TECUMSEH STREET,ADELPHI,MD,20783,21,21,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000159,17,Prince George's County,17010,LEWISDALE ELEMENTARY SCHOOL,2400 BANNING PLACE,HYATTSVILLE,MD,20783,47B,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000160,17,Prince George's County,17011,RIDGECREST ELEMENTARY SCHOOL,6120 RIGGS ROAD,HYATTSVILLE,MD,20783,47A,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
750001118,17,Prince George's County,17012,MARY HARRIS MOTHER JONES ELEM SCHOOL - LIBRARY,2405 TECUMSEH ST,ADELPHI,MD,20783,47B,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000154,17,Prince George's County,17013,CAROLE HIGHLANDS ELEM SCH,1610 HANNON STREET,TAKOMA PARK,MD,20912,47B,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
500000526,17,Prince George's County,17014,THE WORD OF GOD BAPTIST CHURCH,6513 QUEENS CHAPEL RD,HYATTSVILLE,MD,20782,22,22,4,7,4,2,,003,,17,,CHURCH,0,,0,
500000526,17,Prince George's County,17015,THE WORD OF GOD BAPTIST CHURCH,6513 QUEENS CHAPEL RD,HYATTSVILLE,MD,20782,22,22,4,7,4,2,,003,,17,,CHURCH,0,,0,
17000154,17,Prince George's County,17016,CAROLE HIGHLANDS ELEM SCH,1610 HANNON STREET,TAKOMA PARK,MD,20912,47A,47,4,7,4,2,,003,,17,,SCHOOL,0,,0,
750000349,17,Prince George's County,17017,NORTHWESTERN HIGH SCHOOL,7000 ADELPHI ROAD,HYATTSVILLE,MD,20782,22,22,4,7,4,2,,003,,17,,SCHOOL,0,,0,
750001118,17,Prince George's County,17018,MARY HARRIS MOTHER JONES ELEM SCHOOL - LIBRARY,2405 TECUMSEH ST,ADELPHI,MD,20783,21,21,4,7,4,2,,003,,17,,SCHOOL,0,,0,
17000154,17,Prince George's County,17019,CAROLE HIGHLANDS ELEM SCH,1610 HANNON STREET,TAKOMA PARK,MD,20912,21,21,4,7,4,2,,003,,17,,SCHOOL,0,,0,
500000526,17,Prince George's County,17020,THE WORD OF GOD BAPTIST CHURCH,6513 QUEENS CHAPEL RD,HYATTSVILLE,MD,20782,21,21,4,7,4,2,,003,,17,,CHURCH,0,,0,
17000162,17,Prince George's County,18001,CAPITOL HEIGHTS ELEM SCH,601 SUFFOLK AVENUE,CAPITOL HEIGHTS,MD,20743,24,24,4,7,4,7,,006,,18,,SCHOOL,0,,0,
17000163,17,Prince George's County,18002,SEAT PLEASANT ELEM SCH,6411 G STREET,SEAT PLEASANT,MD,20743,24,24,4,7,4,7,,006,,18,,SCHOOL,0,,0,
17000164,17,Prince George's County,18003,CEDAR HEIGHTS COMMUNITY CTR,1200 GLEN WILLOW DR,CAPITOL HEIGHTS,MD,20743,47A,47,4,7,4,5,,006,,18,,COMMUNITY CENTER,0,,0,
500000410,17,Prince George's County,18004,FRANCIS SCOTT KEY ELEM SCHOOL,2301 SCOTT KEY DRIVE,DISTRICT HEIGHTS,MD,20747,24,24,4,7,4,7,,006,,18,,SCHOOL,0,,0,
17000166,17,Prince George's County,18005,ROBERT R. GRAY ELEM SCH - MPR,4949 ADDISON ROAD,CAPITOL HEIGHTS,MD,20743,47A,47,4,7,4,5,,004,,18,,SCHOOL,0,,0,
750000451,17,Prince George's County,18006,SOLID ROCK FULL GOSPEL BAPTIST CHURCH,7711 WALKER MILL DR,CAPITOL HEIGHTS,MD,20743,25,25,4,7,4,6,,006,,18,,CHURCH,0,,0,
17000168,17,Prince George's County,18007,CARMODY HILLS ELEM SCH,401 JADELEAF AVENUE,CAPITOL HEIGHTS,MD,20743,24,24,4,7,4,7,,006,,18,,SCHOOL,0,,0,
17000169,17,Prince George's County,18008,HIGHLAND PARK ELEM SCH,6501 LOWLAND DRIVE,LANDOVER,MD,20785,24,24,4,7,4,7,,006,,18,,SCHOOL,0,,0,
500000332,17,Prince George's County,18009,SAINT MARGARET CATHOLIC SCH,408 ADDISON RD. SOUTH,SEAT PLEASANT,MD,20743,24,24,4,7,4,7,,006,,18,,SCHOOL,0,,0,
17000171,17,Prince George's County,18010,PEPPERMILL COMMUNITY CTR - GYM,610 HILL ROAD,LANDOVER,MD,20785,24,24,4,7,4,7,,006,,18,,COMMUNITY CENTER,0,,0,
17000172,17,Prince George's County,18011,BRADBURY HEIGHTS ELEM SCH,1401 GLACIER AVENUE,CAPITOL HEIGHTS,MD,20743,24,24,4,7,4,7,,006,,18,,SCHOOL,0,,0,
17000012,17,Prince George's County,18012,JUDITH P HOYER EARLY CHILD CTR - GYM,2300 BELLEVIEW AVENUE,CHEVERLY,MD,20785,47A,47,4,7,4,5,,004,,18,,SCHOOL,0,,0,
500000527,17,Prince George's County,18013,SEAT PLEASANT ACTIVITY CENTER,5720 ADDISON RD,SEAT PLEASANT,MD,20743,24,24,4,7,4,5,,006,,18,,COMMUNITY CENTER,0,,0,
500000527,17,Prince George's County,18014,SEAT PLEASANT ACTIVITY CENTER,5720 ADDISON RD,SEAT PLEASANT,MD,20743,47A,47,4,7,4,5,,004,,18,,COMMUNITY CENTER,0,,0,
17000163,17,Prince George's County,18015,SEAT PLEASANT ELEM SCH,6411 G STREET,SEAT PLEASANT,MD,20743,24,24,4,7,4,5,,006,,18,,SCHOOL,0,,0,
500000332,17,Prince George's County,18016,SAINT MARGARET CATHOLIC SCH,408 ADDISON RD. SOUTH,SEAT PLEASANT,MD,20743,24,24,4,7,4,6,,006,,18,,SCHOOL,0,,0,
500000332,17,Prince George's County,18017,SAINT MARGARET CATHOLIC SCH,408 ADDISON RD. SOUTH,SEAT PLEASANT,MD,20743,25,25,4,7,4,7,,006,,18,,SCHOOL,0,,0,
17000163,17,Prince George's County,18018,SEAT PLEASANT ELEM SCH,6411 G STREET,SEAT PLEASANT,MD,20743,47A,47,4,7,4,5,,006,,18,,SCHOOL,0,,0,
17000174,17,Prince George's County,19001,RIVERDALE ELEMENTARY SCHOOL,5006 RIVERDALE ROAD,RIVERDALE,MD,20737,22,22,4,7,4,3,,002,,19,,SCHOOL,0,,0,
17000175,17,Prince George's County,19002,PARKDALE HIGH SCHOOL - SMALL GYM,6001 GOOD LUCK ROAD,RIVERDALE,MD,20737,22,22,4,7,4,3,,002,,19,,SCHOOL,0,,0,
17000176,17,Prince George's County,19003,UNIVERSITY PARK ELEM SCH,4315 UNDERWOOD STREET,HYATTSVILLE,MD,20782,22,22,4,7,4,3,,003,,19,,SCHOOL,0,,0,
750001215,17,Prince George's County,19004,PORT TOWNS ELEMENTARY SCHOOL,4351 58TH AVENUE,BLADENSBURG,MD,20710,22,22,4,7,4,3,,004,,19,,SCHOOL,0,,0,
750001215,17,Prince George's County,19005,PORT TOWNS ELEMENTARY SCHOOL,4351 58TH AVENUE,BLADENSBURG,MD,20710,22,22,4,7,4,3,,002,,19,,SCHOOL,0,,0,
750000350,17,Prince George's County,20001,CARROLLTON ELEMENTARY SCHOOL,8300 QUINTANA STREET,NEW CARROLLTON,MD,20784,22,22,4,7,4,3,,002,,20,,SCHOOL,0,,0,
500000069,17,Prince George's County,20002,COMMUNITY BIBLE BAPTIST CHURCH,7309 RIVERDALE ROAD,LANHAM,MD,20706,47A,47,4,7,4,3,,004,,20,,CHURCH,0,,0,
17000180,17,Prince George's County,20003,ARDMORE ELEM SCH - MPR,9301 ARDWICK ARDMORE RD,UPPER MARLBORO,MD,20774,24,24,4,7,4,5,,006,,20,,SCHOOL,0,,0,
17000181,17,Prince George's County,20004,THOMAS JOHNSON MIDDLE SCH - MPR,5401 BARKER PLACE,LANHAM,MD,20706,24,24,4,7,4,5,,004,,20,,SCHOOL,0,,0,
750001269,17,Prince George's County,20005,CHARLES CARROLL MIDDLE SCHOOL - GYM,6130 LAMONT DR,NEW CARROLLTON,MD,20784,22,22,4,7,4,3,,002,,20,,SCHOOL,0,,0,
750001135,17,Prince George's County,20006,CHARLES CARROLL MIDDLE SCHOOL - CAFETERIA,6130 LAMONT DRIVE,NEW CARROLLTON,MD,20784,22,22,4,7,4,3,,002,,20,,SCHOOL,0,,0,
17000184,17,Prince George's County,20007,GLENARDEN WOODS ELEM SCH - MPR,7801 GLENARDEN PKY,GLENARDEN,MD,20706,24,24,4,7,4,5,,004,,20,,SCHOOL,0,,0,
17000185,17,Prince George's County,20008,SEABROOK ELEMENTARY SCHOOL,6001 SEABROOK ROAD,SEABROOK,MD,20706,24,24,4,7,4,3,,004,,20,,SCHOOL,0,,0,
17000186,17,Prince George's County,20009,GLENN DALE ELEMENTARY SCHOOL,6700 GLENN DALE ROAD,GLENN DALE,MD,20769,24,24,4,7,4,4,,004,,20,,SCHOOL,0,,0,
17000187,17,Prince George's County,20010,GOOD LUCK COMMUNITY CENTER,8601 GOOD LUCK ROAD,LANHAM,MD,20706,24,24,4,7,4,3,,002,,20,,COMMUNITY CENTER,0,,0,
17000188,17,Prince George's County,20011,MOUNT CALVARY BAPTIST CHURCH,5120 WHITFIELD CHAPEL RD,LANHAM,MD,20706,22,22,4,7,4,5,,004,,20,,CHURCH,0,,0,
500000281,17,Prince George's County,20012,UNITED BAPTIST CHURCH,7701 RIVERDALE RD.,NEW CARROLLTON,MD,20784,22,22,4,7,4,3,,002,,20,,CHURCH,0,,0,
500000282,17,Prince George's County,20013,GRACE PRESBYTERIAN CHURCH,5924 PRINCESS GARDEN PKY.,LANHAM,MD,20706,22,22,4,7,4,3,,002,,20,,CHURCH,0,,0,
500000069,17,Prince George's County,20014,COMMUNITY BIBLE BAPTIST CHURCH,7309 RIVERDALE ROAD,LANHAM,MD,20706,22,22,4,7,4,3,,004,,20,,CHURCH,0,,0,
500000281,17,Prince George's County,20015,UNITED BAPTIST CHURCH,7701 RIVERDALE RD.,NEW CARROLLTON,MD,20784,22,22,4,7,4,3,,004,,20,,CHURCH,0,,0,
500000532,17,Prince George's County,20016,LINCOLN VISTA COMM BLDG,9800 RIDGE ST,LANHAM,MD,20706,22,22,4,7,4,5,,004,,20,,COMMUNITY CENTER,0,,0,
500000523,17,Prince George's County,20017,GLENN DALE COMM CTR,11901 GLENN DALE BLVD,GLENN DALE,MD,20769,24,24,4,7,4,5,,004,,20,,COMMUNITY CENTER,0,,0,
500000533,17,Prince George's County,20018,JUDGE SYLVANIA W. WOODS ELEM SCH - CAF.,3000 CHURCH ST,GLENARDEN,MD,20706,22,22,4,7,4,5,,004,,20,,SCHOOL,0,,0,
500000534,17,Prince George's County,20019,ST MATHIAS THE APOSTLE CATHOLIC CHURCH - FRIENDSHIP HALL,9473 ANNAPOLIS RD,LANHAM ,MD,20706,24,24,4,7,4,3,,004,,20,,CHURCH,0,,0,
500000532,17,Prince George's County,20020,LINCOLN VISTA COMM BLDG,9800 RIDGE ST,LANHAM,MD,20706,24,24,4,7,4,3,,004,,20,,COMMUNITY CENTER,0,,0,
500000534,17,Prince George's County,20021,ST MATHIAS THE APOSTLE CATHOLIC CHURCH - FRIENDSHIP HALL,9473 ANNAPOLIS RD,LANHAM ,MD,20706,24,24,4,7,4,3,,002,,20,,CHURCH,0,,0,
750000350,17,Prince George's County,20022,CARROLLTON ELEMENTARY SCHOOL,8300 QUINTANA STREET,NEW CARROLLTON,MD,20784,24,24,4,7,4,3,,002,,20,,SCHOOL,0,,0,
17000180,17,Prince George's County,20023,ARDMORE ELEM SCH - MPR,9301 ARDWICK ARDMORE RD,UPPER MARLBORO,MD,20774,24,24,5,7,4,5,,006,,20,,SCHOOL,0,,0,
17000184,17,Prince George's County,20024,GLENARDEN WOODS ELEM SCH - MPR,7801 GLENARDEN PKY,GLENARDEN,MD,20706,22,22,4,7,4,5,,004,,20,,SCHOOL,0,,0,
500000532,17,Prince George's County,20025,LINCOLN VISTA COMM BLDG,9800 RIDGE ST,LANHAM,MD,20706,24,24,4,7,4,5,,004,,20,,COMMUNITY CENTER,0,,0,
17000189,17,Prince George's County,21001,PAINT BRANCH ELEM SCH,5101 PIERCE AVENUE,COLLEGE PARK,MD,20740,21,21,4,7,4,3,,002,,21,,SCHOOL,0,,0,
750001267,17,Prince George's County,21002,COLLEGE PARK CITY HALL,7401 BALTIMORE AVENUE,COLLEGE PARK,MD,20740,21,21,4,7,4,3,,002,,21,,OTHER,1,University of Maryland-College Park,0,
17000191,17,Prince George's County,21003,GREENBELT COMMUNITY CENTER,15 CRESCENT ROAD,GREENBELT,MD,20770,22,22,4,7,4,4,,002,,21,,COMMUNITY CENTER,0,,0,
17000192,17,Prince George's County,21004,HOLLYWOOD ELEMENTARY SCHOOL,9811 49TH AVENUE,COLLEGE PARK,MD,20740,21,21,4,7,4,1,,002,,21,,SCHOOL,0,,0,
17000193,17,Prince George's County,21005,BUCK LODGE MIDDLE SCHOOL,2611 BUCK LODGE ROAD,ADELPHI,MD,20783,47B,47,4,7,4,2,,003,,21,,SCHOOL,0,,0,
17000194,17,Prince George's County,21006,GREENBELT ELEMENTARY SCHOOL,66 RIDGE ROAD,GREENBELT,MD,20770,22,22,4,7,4,4,,002,,21,,SCHOOL,0,,0,
17000195,17,Prince George's County,21007,BERWYN HEIGHTS ELEM SCH,6200 PONTIAC STREET,BERWYN HEIGHTS,MD,20740,22,22,4,7,4,3,,002,,21,,SCHOOL,0,,0,
17000196,17,Prince George's County,21008,SPRINGHILL LAKE ELEM SCH,6060 SPRINGHILL DRIVE,GREENBELT,MD,20770,22,22,4,7,4,4,,002,,21,,SCHOOL,0,,0,
750001136,17,Prince George's County,21009,GREENBELT MIDDLE SCHOOL - GYM,6301 BREEZEWOOD DRIVE,GREENBELT,MD,20770,22,22,4,7,4,4,,002,,21,,SCHOOL,0,,0,
17000198,17,Prince George's County,21010,COLLEGE PARK UNITED METHODIST CHURCH,9601 RHODE ISLAND AVENUE,COLLEGE PARK,MD,20740,21,21,4,7,4,1,,002,,21,,CHURCH,0,,0,
17000199,17,Prince George's County,21011,MAGNOLIA ELEMENTARY SCHOOL,8400 NIGHTINGALE DRIVE,LANHAM,MD,20706,22,22,4,7,4,3,,002,,21,,SCHOOL,0,,0,
